Customer_ID,Date_of_Birth,Account_Number,Account_Type,Account_Balance,Account_Open_Date,Account_Status,Transaction_ID,Date_and_Time_of_Transaction,Transaction_Type,Transaction_Amount,Transaction_Description,Credit_Score,Loan_or_Credit_Card_Details,Credit_Limit,Outstanding_Loan_Amount,Credit_History,Username,Password_usually_hashed,Two_Factor_Authentication_2FA_Status,Branch_Name,SWIFT_BIC_Code,Card_Number,ATM_Transaction_Details
52048,1954-07-d,9804695047,Investment,85520.31,12-02-2019,Frozen,868789,29-09-2022 21:22,Transfer,7790.49,Civil hundred foreign city goal free ahead.,323,Dark I with hope.,4032.09,2021.22,Bank form price evidence particular voice product.,tjames,Nv0GHRyLl^1L,Enabled,Inc,KEKDGBUJIM3,2.59E+15,Care spring positive town.
909213,1992-02-d,7855535949,Credit,9930.88,27-02-2023,Active,536119,20-06-2023 05:02,Deposit,5387.04,Myself sort its authority anyone product data.,331,Particular ten will young.,21551.37,4855.16,Market election strategy American.,davidwood,Ld8%Eba#NL+I,Disabled,Inc,RFAHGBYE,2.24E+15,Write stand want between statement water.
121409,1950-01-d,4993508816,Checking,37816.95,20-07-2023,Active,200068,14-05-2022 10:19,Withdrawal,442.27,Brother four local election everybody bit consumer million.,808,Until purpose support college scene country life necessary.,46739.86,15486.67,Sea image design still man either activity.,huntrobin,7g0^dllmJ+2L,Enabled,and Sons,WSNUGB9E,2.72E+15,Teacher stay hard city leader purpose.
739079,2000-07-d,1531111273,Credit,83546.63,06-07-2021,Closed,219844,01-12-2021 02:07,Deposit,383.26,Respond star read former.,763,Teach control education team understand better.,12231.68,4740.46,Memory the brother.,shawandrew,MqL9OxZkW(To,Enabled,Inc,SNTQGBVQ,2.43E+15,May according issue daughter late agreement finish bring.
317234,1982-12-d,5191006263,Savings,2704.39,23-12-2019,Closed,272592,08-09-2022 00:58,Withdrawal,6493.71,Between standard huge hear health more matter.,570,Themselves structure way at manager prevent age.,38126.64,18207.28,Standard fact several know force news.,matthew84,vC@FamQ8&62h,Disabled,and Sons,UKVLGBBU,2.26E+15,Charge no loss write nature again.
426389,1946-01-d,7190003982,Investment,58479.35,11-05-2019,Active,632989,25-11-2022 13:35,Deposit,4000.12,Especially heavy effect film husband low bar.,404,Ten professional computer without movie.,36865.77,16898.31,Occur camera test message leader travel.,kparker,(CvUlmtR%7J&,Disabled,Group,ZHLQGBLFQAH,2.28E+15,Debate action already model.
816432,1945-07-d,9130291149,Savings,24376.94,05-09-2020,Active,683015,23-05-2023 07:27,Deposit,5535.75,Already receive south firm similar friend.,830,Face life day month reveal town.,32607.31,22354.05,You piece seek each fear money especially.,christina74,F^8da4+u!fuD,Enabled,PLC,HWMSGB7ZES5,2.27E+15,Area stuff summer.
209055,1995-12-d,7383790760,Credit,8633.14,05-02-2023,Frozen,156514,01-06-2023 08:02,Deposit,6318.15,Pick others wife floor.,696,Success key analysis.,26260.43,3681.93,Song rock should nice rich.,robertcunningham,#$*DlO@(0SI5,Disabled,PLC,DFZYGBWJ8PA,2.40E+15,Sure manager big training increase none.
926247,1946-12-d,6755170531,Investment,3852.35,15-12-2018,Closed,334662,22-02-2023 11:37,Withdrawal,6806.05,Stage best pretty claim recently back.,600,Individual still method ask present test.,7355.3,1619.51,Born buy capital build travel nice.,tanderson,_6s8e0Ttwh&P,Disabled,Group,CTIHGB69,5.12E+15,Detail doctor letter discover.
189336,1957-01-d,4065692474,Credit,77073.79,25-10-2021,Closed,292436,26-03-2022 21:55,Deposit,4577.46,Consumer why throw government.,311,Half easy write shake.,22418.89,2295.42,Relate leader fine on.,denise25,JD)H@CqL!8QC,Disabled,Inc,LQWFGBY6,2.27E+15,Quickly without radio investment benefit.
424970,1989-08-d,8702672506,Investment,17515.22,09-09-2023,Active,61737,29-05-2022 01:27,Withdrawal,9814.99,Ok design bit.,300,Central company on speech.,40191.15,5697.17,Figure power over concern sell.,zlee,hSYDVWtFA$9W,Disabled,Inc,FKMIGB69VCF,2.24E+15,Clear special actually eight.
274667,1993-05-d,9991435071,Investment,8598.83,01-07-2019,Active,3064,21-10-2022 03:30,Transfer,764.43,Daughter meeting develop want same final.,760,Their teach customer act until.,16385.73,9708.21,Sure my move eye.,timothy72,Zc%Vh8Ed7LXl,Disabled,Ltd,DAMVGB1WY3E,5.25E+15,Open movement shake outside trade.
817228,1948-09-d,3317339162,Savings,81367.77,18-09-2019,Closed,289786,19-10-2023 17:35,Transfer,1583.12,Could tree top back market him relationship hard.,454,Leader material design value officer movement federal ten.,17890.24,13173.3,Guess former audience camera conference manage open.,ogarcia,)99M+q^da#SF,Enabled,Inc,KYLPGB0JR99,2.71E+15,Behind bit report rate certainly me.
707712,1978-11-d,8321213084,Credit,97465.44,08-12-2018,Frozen,223212,11-02-2023 04:34,Transfer,4822.88,Indeed early turn.,463,Then accept spring either safe conference tax.,46740.3,7507.43,Pretty community recently book foreign effort kid.,wsmith,1xhQbhh8*nTx,Enabled,Ltd,WPIKGBTP61S,5.42E+15,With four than right.
662907,1994-08-d,3892467622,Savings,42059.06,14-01-2023,Frozen,399517,15-12-2022 23:38,Withdrawal,8824.23,Fight technology notice draw herself.,845,Skill guy mother write final.,25331.17,5369.6,See per understand which mission outside campaign institution.,yross,E875wst_B#4I,Disabled,Ltd,RXSZGBZJV83,2.25E+15,Far sense shoulder point beat dinner majority.
295246,1952-04-d,7463581964,Savings,82005.12,28-04-2021,Closed,310244,02-03-2022 18:38,Deposit,332.73,We tell unit decide seek well population factor.,318,Who surface system.,29747.89,20540.67,Shoulder opportunity different compare.,nancy22,U$!9LeRy4qj5,Disabled,PLC,ZHYHGBHN8PI,2.30E+15,Area improve before news positive the from.
201965,2003-12-d,3528326232,Savings,87688.79,22-09-2020,Frozen,479954,26-03-2022 21:38,Transfer,1544.72,Technology tend son such election establish.,784,Forget standard image.,32792.59,3685.65,Citizen best talk somebody understand.,andregates,FDCDJKf$V$2N,Enabled,PLC,GFKQGBSN,2.36E+15,Mission technology picture indeed between especially smile.
723239,1960-05-d,6662105916,Investment,6836.82,13-05-2020,Frozen,43719,29-09-2022 14:11,Withdrawal,8851.55,Vote fight ago data field under.,304,Able section set economy mouth.,27181.66,3807.24,Manage same research stand and.,christina73,y!DoBOeM4Fc2,Enabled,and Sons,NYQXGB8Y,2.26E+15,Attack but fish lead recent service.
364454,1986-11-d,174471387,Savings,78474.95,10-12-2020,Closed,296379,11-02-2022 07:23,Deposit,3823.3,Chance provide herself sit five thought through.,368,Part phone gun close involve religious.,31277.16,26631.31,Lawyer project likely consumer their say.,nicholasjones,f3x7FDt1Y&tx,Disabled,Inc,GFUTGBGL,2.30E+15,After often task contain travel network.
43618,1979-06-d,2649912911,Investment,82823.25,10-10-2020,Closed,103437,16-08-2023 09:38,Transfer,5869.64,Look cost follow process need lead.,819,Without affect suddenly protect world.,28137.19,14155.41,Human population when suddenly let can economic.,charlesjames,9K#3MhZqz9vE,Enabled,PLC,MWISGBYT,5.11E+15,Agent do air skill enter popular.
167615,2004-05-d,9987117123,Investment,10286.87,17-07-2022,Closed,370687,14-04-2023 16:15,Withdrawal,7252.79,Claim thousand authority point enjoy performance.,430,Themselves its situation central wind.,5151.18,2582.57,Tell trip like.,schmidtdaniel,K&!7MV$gTv&B,Enabled,PLC,CLOQGBJP,2.72E+15,Better expert tell peace.
665813,1994-08-d,1871644945,Checking,73351.4,22-01-2020,Frozen,382016,30-09-2023 21:09,Withdrawal,2382.35,It attack report wear hour.,452,Spend sit line record few go.,19876.76,18189.3,Same analysis energy strategy Mr reality keep.,nathan37,zEP$7Qx78&5(,Enabled,and Sons,ZBMSGBOC,2.22E+15,Either ever black learn.
332307,1996-02-d,4899263253,Checking,10302.1,16-10-2019,Active,9420,10-08-2023 12:51,Deposit,9366.83,Standard stuff special agreement.,714,Research follow body near.,36733.92,8875.1,While place present worker.,deanheather,*3K$ao&f)RYW,Disabled,LLC,MRBRGBT3Z41,5.56E+15,Protect already deep increase but area nation.
518339,1969-08-d,9489048776,Checking,36417.62,08-01-2023,Closed,242993,15-06-2023 15:44,Transfer,3871.78,Situation suggest difficult across.,598,Mr ahead could another strategy arm.,34020.75,19916.29,Against our score also beat.,jordananderson,6D8$sfvB%9oX,Enabled,LLC,RTYRGBO3,2.72E+15,Several once next state.
677716,1973-02-d,9004033611,Investment,98550.38,01-02-2019,Closed,649196,14-04-2022 17:13,Withdrawal,31.46,Tax minute laugh effort Mrs significant third other.,644,It people may.,10650.37,2184.19,Open blood peace him be national.,limelissa,uJEUw+yf%9u9,Enabled,Ltd,QGOAGBHED6P,5.16E+15,Audience floor community police medical drug prevent.
646440,1969-09-d,2898862366,Savings,64733.16,31-01-2019,Active,878654,14-07-2023 12:14,Transfer,568.49,Read here cause tonight exist last.,810,Exactly indeed major management guess.,27296.41,24999.06,Generation discover under training rise.,emurphy,^PMj%Jqnoq5s,Disabled,Ltd,JDKQGB3E,2.30E+15,Red defense factor system six here head everything.
909958,1990-12-d,5824583210,Checking,45482.44,07-02-2023,Closed,237408,24-03-2023 01:02,Withdrawal,9151.94,They its father strong world its my.,596,Religious southern management.,44691.17,7361.79,Laugh tell particularly media garden.,michael97,b!7W7eaedl@y,Enabled,LLC,TLRHGBWF,2.33E+15,Bring mention weight.
421524,1993-04-d,8192574335,Investment,39622.35,16-04-2019,Closed,510878,09-07-2023 15:23,Deposit,6856.6,Mother capital laugh degree relationship main camera turn.,749,Yeah issue fear attention floor.,41963.57,13191.05,Career large inside future.,johnsonwendy,!@MsBeJsny3F,Disabled,LLC,WYKHGBYJFS8,2.43E+15,Upon kind wonder.
41871,1961-06-d,2932152919,Credit,32111.17,09-04-2020,Frozen,875291,25-06-2023 08:20,Deposit,9525.5,Purpose audience enough attorney next.,625,Mother almost win day represent message.,3956.87,1755.05,Blue big pass after feel police possible just.,bfarley,!oTGwul(b5zi,Disabled,LLC,WESHGB0O,2.27E+15,Those technology light speech need.
590391,2001-03-d,789043828,Investment,47640.61,06-05-2019,Frozen,945042,25-01-2023 22:23,Withdrawal,2483.09,Fish evening across organization later.,695,Authority include even town.,8766.9,8076.96,White country number with both personal.,ngarcia,k$9%zA_x#x*k,Enabled,Group,CDYYGBGAHSU,2.30E+15,Win dinner site deep.
408512,1964-02-d,9900014836,Savings,56255.33,28-08-2020,Active,814234,25-07-2023 19:38,Withdrawal,8740.4,Ground Democrat from allow.,314,Fact out meeting rock eat maybe.,12459.05,28.39,Radio fall alone answer camera without parent.,jleblanc,z17cKgGUy&q0,Disabled,PLC,MUUCGBSH,5.56E+15,Across event action because physical.
35385,1962-02-d,9594111685,Savings,24738.19,07-11-2022,Frozen,179676,12-09-2023 04:14,Transfer,7246.91,Nothing house break area.,508,Reason do relationship idea commercial agree.,8042.85,6574.61,Example perform street own.,valerie98,Sy#o2FPdiq#1,Disabled,Inc,YDVFGB91,2.55E+15,Treat executive national simply approach happen.
133720,1975-07-d,6272670475,Checking,99584.76,04-04-2019,Frozen,104858,26-11-2021 09:27,Withdrawal,9045.72,Test now market give.,821,Apply send half building forget brother minute.,23706.82,2328.82,All collection door industry network wonder fear.,jesse21,L9ARwEa1kL%^,Enabled,Inc,NNUTGBD8,2.72E+15,Newspaper sport who fire offer federal door protect.
222112,1948-11-d,4382137539,Credit,33364.55,19-08-2022,Frozen,350547,02-12-2021 13:32,Transfer,5071.07,Everyone style concern during interest.,591,Whole difference moment.,14604.97,13989.73,Point go strong third international.,robert16,*vXGosVzr9Gi,Enabled,LLC,QSTYGBUV,5.39E+15,Me necessary each along that someone.
459014,1971-12-d,925364949,Savings,91500.87,19-08-2020,Frozen,224162,23-10-2022 03:13,Transfer,9045.7,Speech training program box onto bag compare.,538,When couple box cover must item effort.,40144.35,7308.37,Our trade check growth.,brian27,2_t#CWNrhmkI,Disabled,Ltd,YUAAGBQ2,2.29E+15,Far design human prevent couple social it create.
825289,1961-03-d,1501779321,Credit,46241.26,25-08-2020,Frozen,688806,24-01-2022 22:23,Withdrawal,5079.25,Before five message blue music bag book.,327,Least law adult whole dinner one heavy.,47372.73,16309.85,Social number reduce grow place more.,william41,MjU_bP%Ob^s1,Enabled,and Sons,YHMLGBFK,2.65E+15,Approach chair nature with represent.
649225,1999-08-d,8453367028,Investment,77514.23,17-10-2021,Closed,346527,20-06-2023 14:25,Transfer,2791.87,Enough fact area son parent often interest across.,483,Blood stage probably couple nice peace.,27584.69,11052.09,Agree support station focus.,kevin38,+B&502hH#EWO,Enabled,and Sons,SADCGB5A,2.43E+15,Strong general listen economy player shake.
257017,1967-10-d,3094719429,Credit,95347.99,27-07-2021,Active,233577,23-03-2022 05:07,Deposit,5920,Available couple fight teach too fast author.,609,Growth check talk audience both TV.,31633.84,5993.83,Impact organization prove who.,basscandice,+2SUH6qnHc5P,Disabled,PLC,KTHSGBXEQVR,2.41E+15,Cost when rise at turn.
517102,1998-03-d,2962834364,Checking,1546.01,11-05-2022,Active,705553,22-11-2022 10:21,Withdrawal,2670.04,Similar finish night likely bad physical.,304,Speech industry job study town prepare might.,16580.52,12385.39,More catch force vote the force defense.,taraanderson,hwSNm@to@8K5,Disabled,PLC,LVTCGB0PAKP,5.40E+15,Push model party purpose policy public future.
793713,1956-04-d,1039687911,Credit,73141.2,16-12-2021,Closed,727381,15-11-2022 20:59,Deposit,5597.99,Born people difficult true indeed.,679,Blood bed lot any fear.,3930.92,1528.14,Physical say today condition western born.,vhanna,!2RjB(ejj5ga,Disabled,Ltd,GJXMGBYWISA,2.25E+15,Indeed energy ten evening case.
635227,1989-07-d,1391157863,Credit,29223.71,16-10-2021,Frozen,919280,21-04-2022 06:14,Withdrawal,6396.2,Politics wall experience way very skill part whether.,768,On ago sign statement student family.,16333.5,5072,Focus different charge defense can.,allisoneric,^)2(rVUd%5Fj,Enabled,Ltd,DKECGB3N,5.53E+15,Memory positive sit art court policy.
484818,1951-04-d,350696509,Savings,79838.41,27-11-2021,Frozen,498629,16-10-2022 16:58,Deposit,477.21,Baby particular many heart stand concern have.,686,Recognize picture education.,44122.63,16510.04,System discover find word offer support radio.,qstafford,^#w8CrSca3Kd,Disabled,Group,XCQUGBQBD0V,2.25E+15,Half better senior movement.
339638,1972-05-d,8008437147,Credit,5174.72,02-03-2021,Closed,705010,15-05-2023 10:54,Withdrawal,3530.62,Large all its network huge despite.,755,A respond fall plan defense.,27040.2,17991.2,Free country police.,jonesrobert,l!9s%og&C_N!,Disabled,PLC,SURBGBAB,2.71E+15,Choice art change chair site.
267075,1954-12-d,3913395949,Credit,88405.07,06-01-2019,Active,68181,20-10-2023 13:08,Transfer,5265.16,Cell admit anyone worker middle.,722,West his pressure movie.,35417.76,5144.99,System memory author stock religious.,qbarber,enL7c^^%_8Nx,Disabled,PLC,ADCIGBN7,2.72E+15,Art game technology read.
541980,1945-09-d,8590989277,Investment,76757.74,13-10-2022,Closed,466007,04-12-2022 22:46,Deposit,1235.96,Upon even maintain painting particularly exactly food site.,494,Add set guy.,21077.17,11112.89,Art mention foreign game professor.,trocha,tF5l6oFJy&2J,Enabled,Group,QMQXGBZ6,2.29E+15,Because name couple produce mother leave.
186882,1944-04-d,6150673172,Credit,70085.39,07-04-2020,Active,922124,20-03-2023 18:43,Transfer,7418.64,Method black road east.,340,Indicate animal eat house.,47398.23,27665.28,Get challenge score.,shelby03,_fFLeFqyr7yH,Disabled,LLC,LYTZGBIG,2.72E+15,West science between audience.
690964,1989-07-d,3404017320,Checking,5751.82,10-02-2019,Closed,870833,03-04-2023 05:07,Transfer,1645.78,Serious professional seat important program where.,545,Stand front rate throughout government.,44684.91,33998.5,Sing one both pattern.,ehouston,H8)VW_kt)RAM,Enabled,and Sons,VXHOGBUR,2.54E+15,Employee point detail painting.
480771,2000-01-d,4137049919,Investment,99102.87,24-03-2021,Closed,714833,20-08-2022 20:50,Deposit,5720.17,Land past rate remember place.,651,Suffer degree foot but ability.,3073.45,1418.3,Western since activity ahead.,sierra87,)P46NFsh^#pC,Enabled,LLC,LNBHGBKHREL,2.25E+15,Rich buy chance art plant.
707950,1986-02-d,3628504945,Investment,67952.12,05-01-2023,Active,859030,24-09-2023 08:11,Transfer,6131.7,Condition small into toward red.,656,Little picture a.,8591.77,3122.76,Box maintain couple image eye table risk.,glenda82,*F1x7iKw_SXe,Disabled,Ltd,FLDAGB7G,2.61E+15,Picture you mean loss have plan author into.
889321,1988-02-d,8781036972,Checking,11431.82,09-12-2019,Frozen,216189,03-10-2022 15:45,Deposit,9416.87,Boy center if not management.,488,Throughout size close.,34799.88,19566.99,Watch skin between no.,karenjordan,uOII!Yz4E&T0,Disabled,PLC,QLHQGB8YJJD,2.70E+15,Million growth campaign image and.
53604,1964-09-d,3320411693,Checking,30402.09,21-03-2019,Frozen,175137,20-04-2022 02:28,Deposit,8030.79,Bank next senior health true partner.,510,Low space family top.,39977.94,16451.51,Their home agent task.,marylittle,IgX9#7Jf+!zb,Enabled,and Sons,HEXMGBEW9GC,2.29E+15,Eight large prove way determine year drug traditional.
643768,1945-10-d,8800810195,Savings,71736.69,19-04-2020,Frozen,551086,09-07-2023 13:30,Withdrawal,1190.15,So last well writer be.,539,Interesting reveal game add.,49967.95,1772.61,Bad whom him tonight place.,gjohnson,^AOL1Efl0pj_,Disabled,LLC,UHPRGB3A,2.23E+15,Ball clearly focus rest.
186872,1981-07-d,3964892461,Investment,7667.69,17-11-2021,Closed,694581,14-12-2021 02:19,Deposit,7037.46,Involve assume hope ready.,812,Specific you window arrive letter though.,8275.34,7561.45,Expert behind fill say away contain doctor.,williamselizabeth,z1)^+CUMMqXg,Enabled,Group,OYMOGBJV1Q2,2.64E+15,Office concern name design coach lawyer capital.
226380,1976-04-d,6234681719,Savings,40640.97,06-12-2021,Active,886768,06-11-2022 20:35,Deposit,7224.96,Recognize tough very walk.,777,Our third figure reason care Republican great.,31449.46,26805.42,Contain major participant compare.,xtaylor,$O7)FLsvUdG1,Enabled,Inc,ZCSOGBN5Z77,2.70E+15,Could natural believe soldier eat so do.
807195,1998-08-d,4951021104,Investment,6525.31,21-01-2022,Active,741110,12-06-2023 00:32,Transfer,2171.17,Follow debate positive.,542,Huge with organization work positive.,28533.88,12189.87,Task even green share serious ready.,opaul,$qhh+lFr^(4N,Disabled,Group,VNWBGBE1,2.24E+15,Share apply dream region.
61351,1994-05-d,4450924867,Investment,19094.11,03-04-2023,Active,364983,29-04-2022 19:32,Withdrawal,8612.22,Time spring write yet today.,495,Just each group require low out attorney.,16471.13,15570.63,Worry all second customer.,hansenrobert,phY0WKBpc&Z6,Enabled,LLC,VLIYGBBP,2.24E+15,Worker morning next black hope of music.
369913,1961-04-d,4411304729,Savings,1818.46,23-08-2022,Closed,144052,13-09-2022 14:05,Withdrawal,4506.31,Threat subject learn green parent sound.,726,Four class economy wrong minute.,16669.68,7460.12,Agree national generation need election operation garden.,amandamorales,#z7VWtIuA+L5,Enabled,and Sons,MUSVGB8X,2.70E+15,Society month easy personal me.
374544,1980-10-d,4042730577,Savings,15529.54,16-12-2018,Frozen,125047,27-03-2022 16:09,Transfer,4670.47,Water yeah fish woman prevent.,532,Stuff leave budget hour foreign quality threat.,29440.3,10074.86,Size serve begin she response.,lbaxter,__8OzxT*)MU^,Disabled,PLC,RXTMGBTLE77,2.23E+15,I body threat improve accept her bed form.
556224,1965-06-d,6896763212,Credit,3172.12,24-12-2020,Closed,669501,16-11-2022 12:50,Transfer,6766.32,Happy consider around fast.,782,Serious report reflect summer cultural.,16708.98,13042.57,Big anyone identify sister.,justin86,$6XK%6aBrNRi,Disabled,Ltd,AVMPGBWX4S5,5.36E+15,Nice speech interest operation image amount.
432511,1968-01-d,9558365449,Savings,64236.77,27-05-2022,Active,439580,28-08-2023 11:20,Transfer,7482.89,Future pull bed.,358,Final no reveal same lot and.,33091.86,30648.4,Fear want military significant.,christopherlewis,Ox8nsW67@S*X,Disabled,and Sons,DGYPGBJ9T25,5.33E+15,Short such bit again result.
313761,2002-09-d,6921165489,Savings,53735.61,18-03-2019,Closed,991077,05-06-2022 02:48,Deposit,2550.4,Act everything thousand serve garden fine speak end.,626,Answer arm late campaign official.,32831.47,26156.41,Or need board occur former feeling design five.,jonathan16,G_2I^uQXdf@d,Enabled,Ltd,YBCIGBS0,2.72E+15,Perhaps class think friend.
154448,1984-12-d,5590342391,Investment,35667.97,03-06-2023,Closed,182730,30-12-2021 18:53,Deposit,5912.52,Wonder morning natural act.,804,Mind senior example general.,10838.1,7575.72,Republican I pay.,nguyencynthia,+8KSMimi+Dkt,Enabled,Group,QJFKGBW2,5.22E+15,Which with fine staff.
218492,1956-03-d,6911538885,Checking,44110.69,20-03-2023,Frozen,403131,23-05-2022 21:43,Withdrawal,4530.74,Suggest cause specific perform.,841,North experience over attention look threat tax.,47151.3,31931.8,Like during pass much beat thought.,phoward,ycVazhrr&8i*,Enabled,and Sons,VPIDGBXH,2.23E+15,Might gun argue question feel dog.
115197,2002-06-d,9429442905,Credit,34447.4,11-09-2022,Active,980509,02-04-2023 00:23,Withdrawal,1736.14,Rock because president beautiful of yard it.,575,Of same crime myself against cold could.,14748.86,13327.53,Show two plant crime.,cooperjessica,0ohuH0g6#M(u,Disabled,Group,YLHRGBMI,5.17E+15,Specific however nothing interesting son event.
280272,1963-09-d,3503042652,Savings,89499.85,05-08-2022,Frozen,621794,23-12-2021 11:30,Withdrawal,7232.78,Quality tough catch natural plan organization.,812,Wait star father Republican two official point.,1215.42,237.33,Experience factor nothing.,lwebster,!@0aAmKyT*Qf,Disabled,Inc,CHSQGBQM,2.27E+15,Compare claim notice conference information person must.
270518,1960-05-d,881977910,Checking,21159.13,01-01-2021,Active,265370,23-11-2022 16:39,Withdrawal,8821.8,Some concern collection.,501,West control final above.,27753.72,2855.51,All guess truth.,rleach,AgOUJ81gd+9(,Disabled,PLC,FSFCGBSL,2.22E+15,Dream time interview card health detail ask.
426291,1968-10-d,3905576190,Investment,43467.76,23-11-2021,Frozen,592825,28-08-2023 05:25,Transfer,6097.87,Benefit month message particularly point economy bank.,768,Account along according avoid.,35552.68,26415.23,Deal wish whatever campaign couple police.,bryan42,@%BqMlM%OX6J,Enabled,Inc,JLKEGBHQ,5.26E+15,Memory religious middle key property morning pass.
858728,1985-04-d,6114216629,Credit,98871.87,12-07-2022,Active,412752,02-09-2023 15:12,Withdrawal,2093.06,Fly position require friend share.,521,Age site short safe can theory history executive.,15731.73,13776.67,Card toward woman.,monicamolina,u+6ZqDay*(PD,Enabled,Ltd,UKMLGBLAVPA,5.43E+15,Son art commercial table democratic argue follow kid.
822607,1987-07-d,2210070014,Investment,24522.45,17-12-2022,Frozen,316248,06-03-2023 05:17,Transfer,11.57,Safe two instead bar leader rather stage.,543,Image purpose thus factor understand standard knowledge near.,13183.87,3174.25,Cover unit sense.,cynthia42,d4KPAciR)+11,Disabled,Group,KISIGB6ZEHP,2.24E+15,Big tell close occur lead deal.
388576,1962-10-d,9534085425,Investment,86974.05,20-09-2022,Active,391273,26-01-2023 06:08,Transfer,3406.7,Dark analysis try traditional who way fill.,328,Hand debate there set natural difficult list.,18165.94,7431.6,That fall believe rock these fly.,henrymolly,pE0K(jqd6T@#,Disabled,Group,ACTZGB6Z,2.23E+15,Finally culture least.
511465,1969-05-d,1496839099,Credit,39086.16,14-08-2022,Active,473837,17-09-2023 10:28,Withdrawal,7440.45,Entire final myself represent thus look.,602,Process full cultural time.,14363.72,2313.7,Third idea rich war either age building.,william37,tuHZI7h4!5wG,Enabled,Group,KDXCGBUKL3I,5.23E+15,Question head person speech name usually.
706206,1985-11-d,3856948928,Investment,33545.81,10-07-2020,Active,915281,03-01-2023 08:09,Transfer,4717.99,Song argue politics learn actually even.,315,Idea only leg paper benefit third west.,25851.83,1041.23,Music learn attorney safe arrive wrong push already.,leon88,(4USaJwRVUSm,Disabled,Inc,GQIBGB0J,2.26E+15,Wife some technology major clear rich.
795552,1995-09-d,8329876675,Credit,48186.43,22-03-2023,Active,819829,27-01-2023 18:24,Withdrawal,9314.47,Task audience for you data speech good.,376,Activity population future store part.,24485.71,24235.59,Goal find mission expert ok likely.,michelle44,Ap6!hh)3!!HS,Enabled,Inc,AGYDGBONNEW,2.52E+15,Rate fish eight listen task break leave.
46815,1966-04-d,3653688696,Credit,29013.71,18-11-2018,Closed,281570,09-03-2022 10:23,Deposit,33.84,Most have during face.,392,Edge begin structure it if.,23903.75,7881.26,Whom suddenly treat seven.,cheryl92,@wK6ArGEM#K7,Enabled,Inc,TRAMGBWR,5.22E+15,Condition enter by surface.
649000,1996-03-d,1113989534,Credit,58888.86,19-06-2019,Active,352387,24-05-2022 08:28,Withdrawal,5583.12,Long national process black mention.,523,Job two own short fill organization.,41612.63,29182.67,Table follow popular long response.,gnixon,(sGhD%YoU8tN,Enabled,Inc,PPZSGBCKP6P,2.39E+15,Season show my artist bad.
302001,1950-11-d,5370021615,Investment,55341.21,12-03-2023,Frozen,800614,01-04-2022 17:20,Transfer,2326.18,Dark Mrs air adult.,397,Personal protect just bill simply ever.,7262.49,3993.99,Team data season left teach yourself.,kquinn,_PUtWoVhk5Nz,Disabled,PLC,UMQMGB7QQ2F,2.42E+15,Market majority manage career different.
748545,1947-10-d,3507504148,Credit,83677.22,01-12-2019,Active,647710,08-02-2022 13:45,Deposit,9929.98,Produce school detail win pretty.,522,We case vote individual offer.,17576.69,9544.68,Particular stock game later nice grow.,banksjessica,%1Z)WDro5TqI,Disabled,Ltd,UAAXGBED,2.27E+15,Anything left lose western school positive result picture.
530548,1992-08-d,628689075,Savings,56140.32,07-03-2023,Active,973602,22-06-2023 07:09,Transfer,4123.96,Challenge institution early eat space tree sound.,384,Attention TV business stage.,39127.39,18354.27,Act term grow mission message accept.,xmason,rnt07AKpN4*E,Disabled,LLC,UGQVGBDH,2.25E+15,Crime though measure four quality.
64468,1997-12-d,7583186919,Savings,99720.05,19-04-2019,Closed,42694,12-11-2021 09:34,Transfer,4274.23,Easy year general discuss his paper.,420,Ability seven maybe local ask.,25317.09,8244.42,Right turn pass true strategy away now.,robin02,j_3QjXmprjr#,Disabled,PLC,KUBLGBKL,2.70E+15,Education gun food summer.
867123,1995-08-d,7953426977,Credit,60049.64,28-05-2023,Frozen,858474,08-02-2022 01:31,Deposit,5038.26,Success listen green various people seven law.,695,Weight real garden population wife meeting.,5743.32,1896.48,Guess capital hospital above.,renee09,M*vbt5Ua8Nap,Enabled,LLC,TGETGBUC8P1,5.55E+15,Enter ahead analysis line.
31088,1965-12-d,3121137217,Credit,26609.98,08-06-2023,Frozen,743220,23-04-2022 08:45,Deposit,6990.77,Kid speech so focus yes seat.,404,Company window author energy account.,14138.03,546.79,Most no well item price cover.,melanieconrad,&4^7noyAQ1C3,Enabled,and Sons,CNRWGBF6,2.72E+15,Decide culture interview.
133956,1947-01-d,2515555593,Credit,43649.46,23-06-2021,Frozen,60993,22-10-2023 14:15,Transfer,459.46,Follow produce set pretty yet animal.,435,Education process cause hear although.,28545.82,9021.77,Central join address white.,ncobb,Yu#I9I4v&$98,Disabled,Group,ECDJGBOL,2.50E+15,Design data into both.
12536,1991-04-d,2604723514,Savings,88407.41,13-12-2022,Frozen,396763,29-06-2022 12:19,Transfer,6030.16,Stage change add Republican kind.,736,Finish affect official.,17832.46,3867.78,Power class contain its continue wall toward.,pturner,^vAn+Uds)6rZ,Enabled,Inc,NYDKGB3F,2.67E+15,Skin table provide art simple.
152436,1944-07-d,7923344795,Checking,21524.08,19-08-2019,Active,64521,11-02-2022 05:22,Withdrawal,7454.41,Long he environmental war soon find right.,588,Trial gas just new country let.,25400.05,22317.65,Party force than.,matthewmaldonado,9qLwA*8)^+RY,Disabled,PLC,NAGJGBDNDYC,2.28E+15,Sometimes ball cultural manage how security.
